image_name,x1,x2,y1,y2
147438118769711472209280498-Roadster-Men-Black-Solid-Polo-Collar-T-Shirt-2331472209280276-2.png,0,639,104,366
1480512858452IMG_0076.png,42,503,38,352
147323575900263073_XXX_v1.png,177,446,0,474
1468846931335DSC_0224.png,58,571,50,426
1475064457926DSC00168.png,226,449,53,429
1473432439779DSC_4674.png,48,640,150,419
JPEG_20161116_190503_1000288000859.png,115,466,4,480
1475500322043DSC_0231b.png,67,577,19,413
1472138146564DSC_0145.png,0,640,7,429
1475007428775DSC021121.png,19,527,153,399
JPEG_20161208_144117_1000588711920.png,127,553,156,320
JPEG_20161210_160004_1000477071579.png,237,384,54,369
1473409264211black-breezy-feeling-maxi-dress3.png,5,631,155,313
JPEG_20160805_132144_100085824378.png,102,475,59,429
1474095003330black-jody-shirt-dress3.png,0,637,101,343
1475007369581DSC022441.png,39,582,86,389
1480579075938E-mazingshawls29-11-201619251.png,3,563,94,413
JPEG_20160927_162857_1000313624336.png,161,492,19,453
JPEG_20160711_114303_1000419504567.png,133,510,127,362
JPEG_20161129_182233_1000810347662.png,29,612,92,450
JPEG_20160621_142736_1000303364859.png,173,611,159,312
1473662577331DeeplearnS11554.png,55,592,146,355
JPEG_20160229_143126_-2132482358.png,244,483,29,432
1473661111466DeeplearnS11317.png,53,589,173,336
147443982701311470828162845-Roadster-Green-Hooded-Bomber-Jacket-7531470828162548-6.png,0,638,0,480
1475157362210DSC06426.png,18,602,37,309
1471944321502DSC_0217.png,131,412,144,349
147772005100620161028_155246.png,15,537,114,361
JPEG_20160628_130636_1000451019949.png,142,466,126,373
1473315127501DeeplearnS11525.png,65,565,136,331
JPEG_20161126_171835_1000981879662.png,108,530,122,428
1472629146484w_superfeet_outside_bermuda_03.png,60,567,214,458
147394459737211472708549489-Roadster-Men-Blue-Regular-Fit-Washed-Denim-Casual-Shirt-9511472708549220-3.png,0,639,52,406
1479462314804soi15-11-20169842.png,49,558,159,310
JPEG_20161117_135450_100050423097.png,130,467,11,453
JPEG_20161202_181951_1000389733794.png,38,477,114,345
1479037748613Soie9thNov20162584.png,35,584,164,325
JPEG_20161121_164949_1000943244915.png,154,458,10,465
JPEG_20160923_182219_1000698824692.png,139,454,99,374
14581995541344.png,140,498,153,306
1480066711048IMG_0065.png,109,465,112,271
147742434495820161025_155613.png,104,439,33,298
1474274213098MS-8502324.png,64,565,36,453
1472824656333DSC_3248.png,4,464,0,478
1468820942502JPEG_20160709_122755_1000756271051.png,90,429,77,371
JPEG_20161118_185511_1000670461460.png,174,520,63,476
1472821698864DSC_2971.png,42,609,70,387
1476788444581DSC_6543.png,118,528,124,320
JPEG_20161125_181020_1000151239870.png,87,552,161,334
1471848081025DSC_0013.png,58,511,162,324
JPEG_20160625_114223_1000281104872.png,161,561,188,317
JPEG_20161125_171430_100060403121.png,95,578,122,339
1479546243851B.png,13,622,78,367
JPEG_20160706_104645_1000257959039.png,156,457,175,301
1473225879980PNG_9685.png,33,569,0,386
1474269320845grey-riley-ribbed-midi-dress2.png,2,637,145,322
1474716123580DSC07982.png,82,575,64,389
1473413097167DSC_4369.png,61,561,94,381
JPEG_20160625_161912_1000644430510.png,211,370,204,281
1476530197538Untitled4.png,95,517,37,451
147437531985511469695682843-Roadster-Maroon-Sweater-1311469695682530-1.png,0,637,85,403
JPEG_20160711_145543_10002896766.png,227,527,52,353
1473231585615DeeplearnS11477.png,67,562,159,353
1480966936100IMG_3147.png,198,426,228,297
1472132793763DSC_0035.png,48,588,31,442
JPEG_20161124_193525_1000709542299.png,184,521,178,330
1473664939588DeeplearnS11720.png,37,600,136,381
1479547037230Untitled1.png,20,594,69,438
1470904372171DSC_0111.png,27,616,39,447
JPEG_20161124_161201_1000544102277.png,128,476,75,456
JPEG_20161130_165114_1000580602847.png,51,586,200,316
1474639110569DSC06409.png,31,625,41,285
1480963701377IMG_2921.png,166,489,132,446
147771780127320161028_161002.png,82,539,78,434
1471430895715DSC_0062.png,123,569,88,340
JPEG_20160704_172338_1000946789103.png,100,616,158,333
1478783602537IMG_9678.png,16,613,101,303
1472819034248DSC_2749.png,146,424,169,273
1480575856657E-mazingshawls29-11-201618764.png,55,628,42,300
JPEG_20160608_144159_1000768651220.png,209,481,18,469
147394571294611472189347075-Numero-Uno-Grey-Waistcoat--491472189346859-1.png,2,635,24,433
1474019201618TOP8929812.png,23,602,208,385
147185296828520160818_162013.png,46,549,82,424
JPEG_20160630_170601_1000997152194.png,93,463,153,380
1475501185993GI16T191.png,118,571,107,337
147185848035120160819_114837.png,23,633,2,475
1473486265033DeeplearnS11777.png,33,589,82,332
JPEG_20161123_163554_1000731411812.png,277,356,73,386
1473316473062DeeplearnS11656.png,95,537,134,396
JPEG_20160810_140835_1000597340749.png,221,420,130,372
1473225739439PNG_9702.png,35,596,0,452
JPEG_20161124_195803_100099430369.png,80,461,147,428
147443863556911472703466718-RDSTR-Blue-Washed-Denim-Casual-Shirt-5131472703466859-5.png,1,638,1,478
JPEG_20161121_172209_1000787756526.png,32,550,158,325
JPEG_20160525_134308_1000103968085.png,129,488,7,478
JPEG_20160810_165445_1000341316393.png,152,463,43,456
1473329331206SAB0023807001S036_det_3.png,6,632,151,405
1474633815757DSC05985.png,95,573,130,327
1473659098134DeeplearnS11770.png,38,596,152,351
147742563318820161025_164134.png,60,567,68,308
JPEG_20160629_104959_1000926853356.png,163,510,102,328
147772426267420161028_163135.png,54,572,95,417
1473659700044DeeplearnS11832.png,73,550,156,338
1474101489845black-right-place-bodycon-dress.png,0,633,101,375
JPEG_20160625_173242_1000749463392.png,175,315,176,287
JPEG_20160709_165428_1000278925853.png,26,533,148,323
1479475602392soi15-11-201610020.png,50,548,192,362
1467785726272DSC_0041.png,208,490,172,317
1481112808304DSC_0011_earing.png,28,593,68,408
JPEG_20160711_163248_1000716054164.png,239,423,71,412
1472634054108DSC_2536.png,52,593,149,392
JPEG_20160920_160724_1000984295635.png,121,492,24,439
JPEG_20160625_113212_1000894876800.png,150,559,177,307
1480933463217_R2A1818.png,163,378,185,428
JPEG_20160627_163627_1000706975535.png,251,327,218,296
JPEG_20160630_152509_1000537134707.png,218,360,71,419
1473315244691DeeplearnS11573.png,70,565,198,333
147323978829014109_XXX_v5.png,0,638,0,479
1474271635578DSC_0367.png,214,424,174,367
JPEG_20161201_151834_1000320987812.png,165,512,14,458
147742499698920161025_160450.png,109,552,119,342
147742483030120161025_155841.png,66,471,133,362
JPEG_20160818_121117_1000743095030.png,119,487,42,441
148076549353620Dresses29-11-201617342.png,36,569,177,339
1473317655884DeeplearnS11204.png,165,489,23,479
1480513126010E-mazingshawls29-11-201617844.png,29,606,187,366
1474703151419DSC07156.png,31,610,43,351
JPEG_20161129_182441_1000809173220.png,6,635,25,470
JPEG_20160526_124312_1000493670498.png,151,492,6,480
1476782016727DSC_6529.png,127,578,3,463
1471435030188DSC_0084.png,163,430,0,294
1474001672018ANG9899742.png,82,575,68,416
JPEG_20160526_141311_1000969107307.png,64,536,46,361
JPEG_20161202_182909_100054709594.png,187,465,46,447
JPEG_20161126_203259_1000308607729.png,177,439,14,453
1475151267728DSC00470.png,17,620,207,418
JPEG_20160709_152001_1000103843222.png,43,528,85,327
JPEG_20160428_110251_1000715843186.png,142,501,6,418
1470809657915DSC_0045.png,154,418,90,371
JPEG_20160421_141656_1000684141399.png,268,480,170,342
1480508122513IMG_0056.png,105,468,103,349
1479746853648SpringField16-11-201610257.png,38,598,163,348
147771924895320161028_170751.png,131,536,60,424
JPEG_20161028_131736_1000552828689.png,23,585,71,351
JPEG_20161124_192812_1000819191902.png,130,507,45,465
1479152649857SinDenim12-11-20165979.png,0,638,28,416
1472456280718DSC_1243.png,68,557,74,402
JPEG_20161129_134826_1000586086880.png,39,592,124,395
1473486808383DeeplearnS11957.png,124,640,4,422
1473417980144black-lost-love-bodycon-midi-dress2.png,0,639,146,322
JPEG_20161126_175848_1000144259742.png,120,530,30,439
147438154063611472729334632-Roadster-Men-Black-Striped-Polo-Collar-T-Shirt-2691472729334719-2.png,1,634,94,397
1471008132074IMG_0233.png,103,532,15,468
1473660443173DeeplearnS11957.png,122,640,0,418
JPEG_20161124_155933_1000484401381.png,196,513,72,287
147437465124911470646655757-RDSTR-Blue--White-MotoGP-Washed-Printed-T-Shirt-5611470646655634-5.png,36,590,76,457
1467984692315DSC_0076.png,41,616,118,378
JPEG_20160804_115112_1000596276578.png,87,547,76,401
1472548677136DSC_1948.png,13,538,44,478
1473231523889DeeplearnS11926.png,50,587,176,338
147263057449516039m-fbbic-xl-1000x1000-imae29zruwck8ur2.png,9,639,115,380
1473315257725DeeplearnS11582.png,0,554,52,422
147444095979511472627624943-Roadster-Men-Tshirts-1301472627624773-5.png,3,636,0,479
1467738681134DSC_0404.png,257,397,164,303
1474269337452grey-take-my-time-midi-dress2.png,0,638,121,372
1480754291530DSC_2288.png,37,626,70,395
JPEG_20161130_182335_1000916666628.png,46,588,167,288
1467739743589DSC_0492.png,53,446,145,304
JPEG_20161129_145110_1000543874371.png,0,640,89,480
1468881437757DSC_0198.png,67,572,103,418
1475008017755DSC020621.png,53,409,72,385
1458178044499DSC_0183.png,77,456,138,353
1468390751025JPEG_20160704_174637_1000374499047.png,175,511,160,310
JPEG_20160810_161424_1000184117098.png,202,438,143,358
1480970288462IMG_3389.png,192,462,206,425
JPEG_20160701_142710_1000432734013.png,192,452,73,373
1470639079903DSC_0722.png,31,593,76,398
14752302751282.png,21,614,77,415
147437257609311471671414009-Roadster-Men-Red-Printed-Round-Neck-T-Shirt-7271471671413883-5.png,0,640,0,480
1472630178172m1livi316_peacockeye_l_alt_2.png,1,612,73,396
1480315331353_R2A3005.png,233,414,79,420
1471432538162DSC_0111.png,-1,-1,-1,-1
1475157625745DSC07240.png,42,596,96,378
1471612913368DSC_0223.png,7,548,77,465
JPEG_20160506_131548_1000605326095.png,139,527,110,414
JPEG_20161028_112117_1000439449578.png,169,428,67,449
147436990130711471686917020-Roadster-Men-Trousers-4101471686916790-1.png,2,636,85,389
1467785750172DSC_0043.png,175,476,177,344
1473661685139DeeplearnS11514.png,52,590,158,350
JPEG_20161014_221622_1000441291524.png,80,502,139,358
JPEG_20160924_140500_1000708658172.png,73,515,89,389
JPEG_20161120_171552_1000105541375.png,142,533,0,432
JPEG_20161210_143801_1000968058009.png,261,343,43,384
1478798308523Soie9thNov20160127.png,76,593,150,308
JPEG_20160711_164013_100053607401.png,261,410,62,457
JPEG_20160709_122047_1000847720714.png,61,523,145,310
147444554444611472731136473-Roadster-Women-White-Solid-Regular-Top-4001472731136575-5.png,194,577,110,478
JPEG_20161126_140048_1000354320892.png,32,521,82,363
JPEG_20160629_100410_1000368426076.png,196,532,131,368
JPEG_20160820_101823_1000883819160.png,214,463,94,460
1480067004496IMG_0096.png,79,498,111,379
1470637792975DSC_0630.png,126,595,54,433
JPEG_20160421_215000_1000216977417.png,63,529,0,460
147438130378611469599480463-Roadster-Pack-of-2-Casual-Shirts-7071469599480268-3.png,1,638,67,410
1473665047259DeeplearnS111334.png,101,566,75,393
JPEG_20160622_132132_1000700440449.png,94,543,131,354
1480335078287_R2A3725.png,184,454,86,422
1473315320571DeeplearnS11623.png,0,589,78,429
147771744706220161028_163547.png,65,552,18,442
147444553257211472731136557-Roadster-Women-White-Solid-Regular-Top-4001472731136575-1.png,2,636,46,463
JPEG_20161209_153246_1000693204872.png,256,345,58,354
147445122506011472541441058-Roadster-Navy-A-Line-Rayon-Top-9521472541440732-2.png,0,639,128,376
JPEG_20160628_123145_1000878097700.png,208,409,100,364
1473662703652DeeplearnS11576.png,43,640,8,405
1469624439104JPEG_20160628_124931_1000815456565.png,102,502,133,345
JPEG_20160704_132607_1000107229644.png,185,447,166,305
JPEG_20161126_144144_1000405445935.png,115,621,187,349
JPEG_20161205_152126_1000875071731.png,148,486,56,471
1468881894299DSC_0225.png,22,477,23,432
1474278184931MS-8502405.png,48,540,1,476
1458173609124DSC_0502.png,140,486,201,323
1473415870134black-gisele-bodycon-dress2.png,5,638,39,410
1472036769420180620093130.png,7,640,1,478
JPEG_20160706_110622_1000813306481.png,136,523,26,347
JPEG_20161209_134319_1000256034556.png,62,561,16,424
JPEG_20160706_131419_1000935325005.png,40,456,146,328
1472822682030DSC_3347.png,3,640,6,282
1467982432701DSC_0039.png,33,597,43,427
JPEG_20161123_184723_1000360185709.png,81,433,151,329
JPEG_20161210_161810_1000716700613.png,250,385,45,371
1474640552101DSC07071.png,59,586,35,426
JPEG_20161202_141637_1000560451717.png,40,493,129,340
JPEG_20161126_152515_1000901613755.png,50,610,193,318
1474703318165DSC07099.png,47,609,120,380
1474020693486ANG989983.png,93,566,69,423
1478968692613Soie9thNov20162775.png,54,602,156,346
147742619105120161025_143822.png,25,532,64,450
1481109377077DSC_4567.png,1,640,0,475
JPEG_20161201_131915_100068929338.png,48,583,83,413
JPEG_20160627_104827_100025098203.png,235,602,122,336
JPEG_20161120_170722_1000804393621.png,95,518,96,403
JPEG_20161124_152542_100015247058.png,61,492,86,421
1468828163238JPEG_20160709_154016_1000119567503.png,51,554,90,335
JPEG_20161209_155223_1000710234079.png,242,361,232,387
1475577873664DSC_1854.png,50,567,32,458
JPEG_20160630_134918_1000841366287.png,143,428,51,389
JPEG_20161124_194244_100083185387.png,102,455,40,462
147742445158920161025_160146.png,78,586,41,480
1473751455009IMG_0912.png,233,455,4,466
1474109934749black-weekender-ribbed-midi-dress.png,0,639,140,330
1474723473622DSC07756.png,64,556,127,382
JPEG_20161126_172907_1000679490206.png,61,561,157,340
1480966267116ShinFashionSarees20875.png,41,569,2,458
JPEG_20160701_161159_1000725370827.png,62,438,166,300
1473330270420SAB0023978001S340_det_2.png,27,637,68,298
1473409156952black-celia-skater-dress3.png,0,639,109,351
1469441284936DSC_0143.png,136,635,44,478
1475615019380DSC_1418.png,1,630,0,470
1480492749763IMG_20161129_185230.png,87,582,37,416
1471332938938558A1994.png,36,629,89,408
1472630669424DSC_2625.png,140,605,89,361
1474637330587DSC06760.png,228,473,9,431
JPEG_20160625_165352_100025883460.png,204,326,149,265
JPEG_20161119_162410_1000808894359.png,184,508,4,480
JPEG_20160621_154131_1000753722916.png,126,559,104,370
147185859826320160817_145846.png,88,525,72,313
1480955400551_R2A2251.png,252,411,206,342
147323517669649994_XXX_v1.png,27,610,54,406
147753501556220161026_114024.png,169,313,0,234
1475561008227GI16R33.png,53,598,45,448
1475151523440DSC00649.png,23,553,164,378
1474264813261camel-riley-ribbed-midi-dress.png,1,639,149,330
146840869608714678028301861.png,148,493,134,346
1473941637356ANG989837.png,58,583,57,408
JPEG_20161209_183627_1000726520685.png,48,599,136,372
1474108042389black-true-love-strapless-midi-dress2.png,0,639,153,332
1472045993924DSC_0466.png,189,498,170,430
JPEG_20160704_124528_1000120106168.png,86,463,148,311
1474632997410DSC06048copy.png,90,555,51,426
JPEG_20161028_135604_1000698614498.png,8,640,25,480
JPEG_20161126_144113_1000275218314.png,136,623,185,343
JPEG_20160630_123015_1000403059367.png,0,478,25,476
147437349676311470646718518-Roadster-Charcoal-Grey-Printed-T-shirt-5111470646718376-5.png,0,640,0,479
1473749464609IMG_1206.png,66,597,58,339
JPEG_20161117_171513_100026663101.png,54,580,42,404
JPEG_20160810_122340_1000198372247.png,86,553,189,302
1475559154896multi-saffron-floral-dress4.png,0,634,121,330
147753741781820161026_122133.png,88,566,70,373
1480510260350IMG_0345.png,73,469,34,373
JPEG_20160608_111427_1000447546072.png,80,441,41,421
147742488477620161025_144751.png,43,502,46,390
1467889783834DSC_0089.png,256,495,173,283
1472631510138DSC_2648.png,131,610,99,382
1472043000513w_peg_33_hyper_turq_01.png,88,544,104,436
147742613672220161025_160336.png,149,539,57,276
1472126756077DSC_0401.png,51,638,56,394
1469624154245JPEG_20160518_101750_1000429817155.png,164,533,1,392
JPEG_20160524_144029_1000619986282.png,187,458,35,429
1473750654480IMG_1047.png,2,587,67,364
1476530495926Untitled3.png,207,497,19,455
1473748725875IMG_1262.png,145,606,3,440
1472823945107DSC_3215.png,28,605,48,472
JPEG_20160607_150813_1000554839958.png,117,468,140,310
JPEG_20160820_132102_1000364706505.png,237,464,126,399
1479216168761Untitled1.png,42,601,80,407
1477047215575DSC_7618.png,23,620,20,442
JPEG_20160621_152250_1000677665180.png,121,472,85,391
14583335397224.png,140,498,153,306
14583335497151.png,138,499,135,352
JPEG_20160530_161901_1000616199411.png,99,615,129,275
JPEG_20160623_124841_100033038278.png,195,574,85,399
1474637615822DSC06460.png,16,599,107,385
JPEG_20161123_125958_100018823389.png,197,472,2,480
1480972016040IMG_3513.png,161,486,32,446
1475615245197DSC_1451.png,21,622,40,339
JPEG_20160621_122810_1000893801318.png,256,451,61,445
1476510750348DSC_2743.png,153,482,63,455
JPEG_20160526_155932_1000868786761.png,84,422,98,424
1468410897525DSC_0142.png,56,574,46,390
1458188363464DSC_0097.png,190,414,94,417
JPEG_20160608_171047_1000389639258.png,7,635,120,410
JPEG_20160623_171735_1000785464571.png,82,599,164,346
147754170859320161026_131320.png,96,570,42,368
JPEG_20160701_165338_1000426164058.png,164,457,160,312
147437551745311469691239154-Roadster-Black--Charcoal-Grey-Striped-Sweater-3501469691238953-1.png,0,640,75,415
1471610236234DSC_0350.png,34,572,63,406
1480961659346ShinFashionSarees20452.png,13,607,83,477
JPEG_20160711_135312_1000528266436.png,232,459,63,446
1473752372720IMG_1408.png,178,544,144,337
1473417973275black-lily-tie-back-maxi-dress.png,0,638,116,384
1477036987398DSC_8074.png,31,638,15,470
1476861098648DSC_6176.png,15,620,39,442
1480492117777IMG_20161129_185100.png,65,620,0,462
1472897152898DSC_3628.png,88,532,36,466
1481261230979DSC_0367.png,31,589,125,380
JPEG_20161028_142657_1000481386212.png,44,621,77,385
147444544191111472722896389-Roadster-Women-Navy-Blue-Solid-Regular-Top-7911472722896079-1.png,0,635,97,424
1468557530863JPEG_20160630_171956_1000488398345.png,102,509,151,355
1467785201374DSC_0011.png,239,462,105,360
1475063282613DSC09863.png,68,609,94,331
JPEG_20160712_104803_1000565188626.png,199,480,109,362
147444553667111472731136535-Roadster-Women-White-Solid-Regular-Top-4001472731136575-2.png,0,636,55,477
147807816702720161028_162202.png,78,506,70,405
1475560187109navy-dancing-in-the-spring-dress2.png,3,640,116,317
147444083257611472209501081-Roadster-Men-Navy-Blue-Printed-Round-Neck-T-Shirt-5991472209500910-5.png,0,640,0,480
